source_id,source
62,https://mundoeducacao.bol.uol.com.br/fisica/reflexao-luz.htm
63,https://brasilescola.uol.com.br/fisica/dilatacao-termica-calorimetria.htm
64,https://mundoeducacao.bol.uol.com.br/fisica/radiacao-conducao-conveccao.htm
65,https://www.todamateria.com.br/conducao-termica/
66,http://meuartigo.brasilescola.uol.com.br/fisica/conducao-conveccao-irradiacao.htm
67,https://mundoeducacao.bol.uol.com.br/fisica/transmissao-energia-termica.htm
68,http://www.if.ufrgs.br/mpef/mef008/mef008_02/Beatriz/irradiacao.htm
69,https://mundoeducacao.bol.uol.com.br/fisica/corrente-eletrica.htm
70,https://mundoeducacao.bol.uol.com.br/fisica/eletricidade.htm
71,http://alunosonline.uol.com.br/fisica/eletricidade-.html
72,http://alunosonline.uol.com.br/fisica/eletricidade.html
73,https://www.todamateria.com.br/eletricidade/
74,https://pt.wikipedia.org/wiki/Corrente_el%C3%A9trica
75,https://www.infoescola.com/fisica/corrente-eletrica/
76,http://brasilescola.uol.com.br/o-que-e/fisica/o-que-e-corrente-eletrica.htm
77,http://www.if.ufrgs.br/tex/fis01043/20021/Gusmao/
78,https://pt.wikipedia.org/wiki/Tens%C3%A3o_el%C3%A9trica
79,http://alunosonline.uol.com.br/fisica/fontes-campo-magnetico.html
80,https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/s%C3%ADndrome-de-ch%C3%A9diak-higashi
81,https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/candid%C3%ADase-mucocut%C3%A2nea-cr%C3%B4nica
82,https://www.msdmanuals.com/pt/casa/doen%C3%A7as-imunol%C3%B3gicas/doen%C3%A7as-decorrentes-de-imunodefici%C3%AAncia/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria
83,https://www.todamateria.com.br/fissao-nuclear/
84,https://www.todamateria.com.br/forca/
85,apostila radiacoes ionizantes www.cnen.gov.br
86,https://www.todabiologia.com/dicionario/fecundacao.htm
87,http://www.uff.br/genetica_animal/mutacao
88,http://medicopsiquiatra.pt/glossario/flexibilidade-cerea/
89,http://reinpec.srvroot.com:8686/reinpec/index.php/reinpec/article/view/108
90,https://www.abcdasaude.com.br/dermatologia/vitiligo
91,http://www.scielo.br/pdf/%0D/rbp/v27n2/a17v27n2.pdf
92,https://pt.wikipedia.org/wiki/Asteroide#cite_note-vest-2
93,https://www.google.com.br/search?q=Dicion%C3%A1rio#dobs=anag%C3%AAnese
94,https://pt.wikipedia.org/wiki/Saprotrofia
95,https://pt.wikipedia.org/wiki/Heterotrofismo
96,http://www.dicionarioinformal.com.br/aut%C3%B3trofo/
97,https://sigarra.up.pt/icbas/en/pub_geral.pub_view?pi_pub_base_id=28777
98,http://www.ufrgs.br/bibicbs/livros-novos/tortora-corpo-humano-10.-ed (p.64)
99,https://medradius.com.br/radioterapia
100,"https://books.google.com.au/books?id=Rx56DwAAQBAJ&pg=PA79&lpg=PA79&dq=%22As+radia%C3%A7%C3%B5es+ionizantes+s%C3%A3o+eletromagn%C3%A9ticas+ou+corpusculares+e+carregam+energia.+Ao+interagirem+com+os+tecidos,+d%C3%A3o+origem+a+el%C3%A9trons+r%C3%A1pidos+que+ionizam+o+meio+e+criam+efeitos+qu%C3%ADmicos+como+a+hidr%C3%B3lise+da+%C3%A1gua+e+a+ruptura+das+cadeias+de+ADN.%22&source=bl&ots=c-vd21Xxvg&sig=ACfU3U0_EumTijX9KpvIAFd0ccNQJouB_w&hl=en&sa=X&ved=2ahUKEwiW6uKei6niAhWb8XMBHez2BQYQ6AEwAXoECAgQAQ#v=onepage&q=%22As%20radia%C3%A7%C3%B5es%20ionizantes%20s%C3%A3o%20eletromagn%C3%A9ticas%20ou%20corpusculares%20e%20carregam%20energia.%20Ao%20interagirem%20com%20os%20tecidos%2C%20d%C3%A3o%20origem%20a%20el%C3%A9trons%20r%C3%A1pidos%20que%20ionizam%20o%20meio%20e%20criam%20efeitos%20qu%C3%ADmicos%20como%20a%20hidr%C3%B3lise%20da%20%C3%A1gua%20e%20a%20ruptura%20das%20cadeias%20de%20ADN.%22&f=false"
101,http://www.ufrgs.br/livrodehisto/pdfs/1Celula.pdf
102,http://qnesc.sbq.org.br/online/cadernos/06/a08.pdf
103,http://www.revista-fi.com/edicoes/38/files/assets/downloads/publication.pdf
104,http://www.educacaoprofissional.seduc.ce.gov.br/images/material_didatico/quimica/quimica_bioquimica_industrial.pdf
105,https://pt.wikipedia.org/wiki/%C3%81cido_desoxirribonucleico
106,http://w3.ufsm.br/herb/glossario.pdf
107,http://quimicanova.sbq.org.br/imagebank/pdf/Vol25No2_316_19.pdf
108,http://leg.ufpi.br/subsiteFiles/lapnex/arquivos/files/Farmacologia%20dos%20anestesicos%20gerais.pdf
109,https://books.google.com.br/books?id=HWU9DwAAQBAJ&pg=PA1159&dq=anemia+%C3%A9&hl=pt-BR&sa=X&ved=0ahUKEwjr2baU-o7YAhXBHpAKHcCgCggQ6AEISDAF#v=onepage&q=anemia%20%C3%A9&f=false
110,http://www.ufrgs.br/livrodehisto/pdfs/6Circulat.pdf
111,http://www.inicepg.univap.br/cd/INIC_2010/anais/arquivos/0342_0216_02.pdf
112,https://www.infoescola.com/genetica/pleiotropia/
113,https://dicasdeciencias.com/2013/04/27/pleiotropia-e-interacao-genica/
114,http://e-escola.tecnico.ulisboa.pt/pt/topico.asp?id=279
115,https://mundoeducacao.bol.uol.com.br/biologia/enzimas-restricao.htm
116,https://prezi.com/g4ft9sm_m-9w/copy-of-biotecnologia/
117,http://www.fis.uc.pt/data/20052006/apontamentos/apnt_067_7.pdf
118,https://pt.wikipedia.org/wiki/Sinaliza%C3%A7%C3%A3o_celular
119,https://www.actamedicaportuguesa.com/revista/index.php/amp/article/viewFile/686/364
120,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/s%C3%ADndrome-de-digeorge
121,http://draanabeatriz.com.br/portfolio/mentes-e-manias-toc-transtorno-obsessivo-compulsivo-intro/
122,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/esquizofrenia
123,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/defici%C3%AAncia-seletiva-de-anticorpos-com-imunoglobulinas-normais-sadni
124,https://www.msdmanuals.com/pt/profissional/dist%C3%BArbios-cardiovasculares/endocardite/defini%C3%A7%C3%A3o-de-endocardite
125,https://www.msdmanuals.com/pt/profissional/dist%C3%BArbios-cardiovasculares/endocardite/endocardite-infecciosa
126,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/transtornos-de-personalidade/transtorno-de-personalidade-narcisista-tpn
127,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/agorafobia
128,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/transtorno-de-estresse-agudo-tea
129,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/transtorno-de-estresse-p%C3%B3s-traum%C3%A1tico-tept
130,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/esquizofrenia-e-transtornos-relacionados/transtorno-delirante
131,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/transtorno-de-ansiedade-generalizado-tag
132,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/ataques-e-transtorno-de-p%C3%A2nico#v1025529_pt
133,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/transtornos-f%C3%B3bicos-espec%C3%ADficos
134,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/biologia-do-sistema-imune/vis%C3%A3o-geral-do-sistema-imune
135,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/vis%C3%A3o-geral-das-imunodefici%C3%AAncias
136,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/ataxia-telangiectasia
137,https://www.todamateria.com.br/reflexao-da-luz/
138,https://pt.wikipedia.org/wiki/Irradia%C3%A7%C3%A3o_t%C3%A9rmica
139,https://www.todamateria.com.br/irradiacao-termica/
140,https://www.todamateria.com.br/corrente-eletrica/
141,https://www.todamateria.com.br/circuito-eletrico/
142,https://www.todamateria.com.br/campo-magnetico/
143,http://alunosonline.uol.com.br/fisica/efeitos-corrente-eletrica.html
144,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/s%C3%ADndrome-de-ch%C3%A9diak-higashi
145,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/candid%C3%ADase-mucocut%C3%A2nea-cr%C3%B4nica
146,https://www.msdmanuals.com/pt/profissional/imunologia-dist%C3%BArbios-al%C3%A9rgicos/imunodefici%C3%AAncias/defici%C3%AAncia-de-ades%C3%A3o-leucocit%C3%A1ria
147,https://www.msdmanuals.com/pt/casa/dist%C3%BArbios-de-sa%C3%BAde-mental/transtornos-do-humor/transtorno-bipolar
148,https://mundoeducacao.bol.uol.com.br/fisica/dilatacao-superficial-dos-solidos.htm
149,https://www.manualdaquimica.com/quimica-geral/alotropia.htm
150,https://www.coladaweb.com/quimica/fisico-quimica/alotropia
151,https://www.coladaweb.com/quimica/fisico-quimica/catalise-e-catalisadores
152,https://www.manualdaquimica.com/fisico-quimica/termoquimica.htm
153,https://www.coladaweb.com/quimica/fisico-quimica/termoquimica
154,https://brasilescola.uol.com.br/psicologia/motivacao-psicologica.htm
155,https://conceito.de/psiquiatria
156,https://mundoeducacao.bol.uol.com.br/psicologia/criatividade.htm
157,https://mundoeducacao.bol.uol.com.br/psicologia/hipnose.htm
158,https://mundoeducacao.bol.uol.com.br/psicologia/agorafobia.htm
159,https://mundoeducacao.bol.uol.com.br/psicologia/inteligencia-emocional.htm
160,https://mundoeducacao.bol.uol.com.br/psicologia/sonambulismo.htm
161,https://mundoeducacao.bol.uol.com.br/psicologia/deficiencia-mental.htm
162,https://mundoeducacao.bol.uol.com.br/psicologia/autoestima.htm
163,https://www.minhavida.com.br/saude/temas/psicose
164,https://conceito.de/depressao
165,https://www.significados.com.br/ansiedade/
166,https://www.msdmanuals.com/pt/profissional/transtornos-psiqui%C3%A1tricos/transtornos-do-humor/transtornos-bipolares
167,https://www.manualdaquimica.com/fisico-quimica/catalisador.htm
168,http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1517-55452005000100012
169,http://psiquiatriabh.com.br/faq-items/o-que-e-psiquiatria/
170,http://www.cienciasecognicao.org/pdf/v14_3/m96.pdf
171,https://www.ic.unicamp.br/~wainer/cursos/906/trabalhos/hipnose.pdf
172,www.scielo.mec.pt/pdf/aps/v25n4/v25n4a12.pdf
173,https://meuartigo.brasilescola.uol.com.br/psicologia/inteligencia-emocional-equilibrio-comportamental.htm
174,https://www.minhavida.com.br/saude/temas/sonambulismo
175,http://www.itad.pt/deficiencia-mental/
176,https://www.inpaonline.com.br/auto-estima/
177,https://conceitos.com/autoestima/
178,https://conceito.de/psicose
179,https://www.minhavida.com.br/saude/temas/depressao
180,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462000000600006
181,https://www.msdmanuals.com/pt-pt/profissional/transtornos-psiqui%C3%A1tricos/ansiedade-e-transtornos-relacionados-a-estressores/fobia-social
182,https://irradiacaoecateg.blogspot.com/
183,https://pt.wikipedia.org/wiki/Regress%C3%A3o_(psicologia)
184,https://www.portaleducacao.com.br/conteudo/artigos/psicologia/psicanalise-para-leigos-entendendo-os-principais-conceitos-da-area/51504
185,https://www.facebook.com/permalink.php?id=582165688916747&story_fbid=610862512713731
186,https://www.estudopratico.com.br/conceito-de-trajetoria-cinematica/
187,https://www.colegioweb.com.br/fundamentos-da-cinematica-escalar/trajetoria.html
188,https://mundoeducacao.bol.uol.com.br/fisica/ondas-2.htm
189,https://brasilescola.uol.com.br/fisica/ondas.htm
190,https://mundoeducacao.bol.uol.com.br/fisica/o-que-sao-ondas-eletromagneticas.htm
191,http://engenhariacotidiana.com/conceitos-da-fisica-conheca-os-principais/
192,https://mundoeducacao.bol.uol.com.br/fisica/mecanica.htm
193,https://mundoeducacao.bol.uol.com.br/fisica/eletromagnetismo.htm
194,https://www.estudopratico.com.br/referencial-movimento-espaco-e-repouso/
195,https://br.answers.yahoo.com/question/index?qid=20100131153426AAKoFtq
196,https://fisicapassoapassojp.blogspot.com/2012/06/conceitos-basicos.html
